"","URL","Rate","NameResort","Stars","Km.Freeride","Continent","Country","State.Province","Altitude","Easy","Intermediate","Difficult","Adult","Currency","Ski.resort.size","Slope.offering..variety.of.runs.","Lifts.and.cable.cars","Snow.reliability","Access..on.site.parking.","Orientation..trail.map..information.boards..sign.postings..","Cleanliness.and.hygiene","Environmentally.friendly.ski.operation","Mountain.restaurants..ski.huts..gastronomy.","Après.ski","Accommodation.offering.directly.at.the.slopes.and.lifts","Families.and.children","Beginners","Snow.parks","Cross.country.skiing.and.trails","country","latitude","longitude","Total.Kms"
"12","http://www.skiresort.info/ski-resort/mayrhofen-penkenahornrastkogeleggalm/",4.6,"Mayrhofen – Penken/Ahorn/Rastkogel/Eggalm",5,8.7,"Europe","Austria","Tyrol (Tirol)",2500,40,63,33,"52","European Euro","5,0",5,"5,0",5,"4,0","4,0","5,0","4,0","4,0","5,0","4,0","5,0","5,0","5,0","3,0","AT",47.516231,14.550072,136
"13","http://www.skiresort.info/ski-resort/obertauern/",4.5," Obertauern",4,0,"Europe","Austria","Salzburg (Salzburger Land)",2313,61,35,4,"45,50","European Euro","4,0",4,"5,0",5,"3,0","4,0","4,0","3,0","4,0","5,0","5,0","5,0","4,0","3,0","4,0","AT",47.516231,14.550072,100
"14","http://www.skiresort.info/ski-resort/gurgl-obergurgl-hochgurgl/",4.5,"Gurgl – Obergurgl-Hochgurgl",5,4.5,"Europe","Austria","Tyrol (Tirol)",3082,35,55,20,"52","European Euro","4,0",5,"5,0",5,"3,0","4,0","5,0","3,0","5,0","4,0","5,0","4,0","5,0","4,0","3,0","AT",47.516231,14.550072,110
"15","http://www.skiresort.info/ski-resort/hochkoenig-maria-almdientenmuehlbach/",4.5," Hochkönig – Maria Alm/Dienten/Mühlbach",4,8,"Europe","Austria","Salzburg (Salzburger Land)",1900,52,41,19,"51,50","European Euro","4,0",5,"5,0",4,"4,0","4,0","5,0","4,0","5,0","4,0","4,0","5,0","4,0","5,0","3,0","AT",47.516231,14.550072,112
"16","http://www.skiresort.info/ski-resort/snow-space-salzburg-flachauwagrainst-johann-alpendorf/",4.5,". Snow Space Salzburg – Flachau/Wagrain/St. Johann-Alpendorf",3,5,"Europe","Austria","Salzburg (Salzburger Land)",1980,30,81,4,"51,50","European Euro","5,0",5,"5,0",4,"5,0","4,0","5,0","4,0","5,0","5,0","5,0","5,0","3,0","5,0","4,0","AT",47.516231,14.550072,115
"17","http://www.skiresort.info/ski-resort/schmittenhoehe-zell-am-see/",4.4,"Schmittenhöhe – Zell am See",5,8,"Europe","Austria","Salzburg (Salzburger Land)",2000,30,28,19,"51","European Euro","4,0",5,"5,0",4,"3,0","4,0","5,0","4,0","4,0","4,0","4,0","5,0","5,0","4,0","3,0","AT",47.516231,14.550072,77
"18","http://www.skiresort.info/ski-resort/wildkogel-neukirchenbramberg/",4.4," Wildkogel – Neukirchen/Bramberg",4,2,"Europe","Austria","Salzburg (Salzburger Land)",2150,29,25,10,"45","European Euro","3,0",4,"5,0",5,"3,0","4,0","5,0","5,0","5,0","4,0","4,0","5,0","5,0","2,0","4,0","AT",47.516231,14.550072,64
"19","http://www.skiresort.info/ski-resort/kitzsteinhornmaiskogel-kaprun/",4.4,"Kitzsteinhorn/Maiskogel – Kaprun",5,0.5,"Europe","Austria","Salzburg (Salzburger Land)",3029,13,25,3,"51","European Euro","3,0",4,"5,0",5,"3,0","4,0","5,0","5,0","4,0","4,0","2,0","3,0","4,0","5,0","3,0","AT",47.516231,14.550072,41
"20","http://www.skiresort.info/ski-resort/bad-gasteinbad-hofgastein-schlossalmangertalstubnerkogel/",4.4," Bad Gastein/Bad Hofgastein – Schlossalm/Angertal/Stubnerkogel",4,1.3,"Europe","Austria","Salzburg (Salzburger Land)",2300,30.6,52.8,2.6,"52","European Euro","4,0",5,"4,0",4,"4,0","4,0","4,0","4,0","5,0","4,0","3,0","5,0","4,0","4,0","3,0","AT",47.516231,14.550072,86
"21","http://www.skiresort.info/ski-resort/katschberg/",4.3," Katschberg",4,2,"Europe","Austria","Carinthia (Karnten)",2220,10,50,10,"45,50","European Euro","3,0",5,"4,0",5,"4,0","4,0","4,0","4,0","5,0","4,0","5,0","4,0","3,0","2,0","4,0","AT",47.516231,14.550072,70
"22","http://www.skiresort.info/ski-resort/turracher-hoehe/",4.3,". Turracher Höhe",3,1,"Europe","Austria","Carinthia (Karnten)",2205,14,24.5,3.5,"46","European Euro","3,0",4,"5,0",5,"3,0","4,0","5,0","4,0","4,0","3,0","5,0","5,0","4,0","5,0","4,0","AT",47.516231,14.550072,42
"23","http://www.skiresort.info/ski-resort/ski-juwel-alpbachtal-wildschoenau/",4.2," Ski Juwel Alpbachtal Wildschönau",4,6.3,"Europe","Austria","Tyrol (Tirol)",2025,25.9,53.7,13.5,"45,50","European Euro","4,0",4,"4,0",4,"5,0","4,0","5,0","4,0","4,0","3,0","4,0","5,0","4,0","4,0","4,0","AT",47.516231,14.550072,93
"24","http://www.skiresort.info/ski-resort/damuels-mellau/",4.2,"Damüls Mellau",5,7.7,"Europe","Austria","Vorarlberg",2050,29.7,48,1.7,"50","European Euro","4,0",4,"5,0",5,"3,0","4,0","4,0","4,0","4,0","3,0","4,0","5,0","4,0","4,0","3,0","AT",47.516231,14.550072,79
"25","http://www.skiresort.info/ski-resort/steinplattewinklmoosalm-waidringreit-im-winkl/",4.2,". Steinplatte/Winklmoosalm – Waidring/Reit im Winkl",3,2,"Europe","Austria","Tyrol (Tirol)",1860,18,22,2,"45","European Euro","3,0",4,"5,0",4,"4,0","4,0","4,0","4,0","4,0","3,0","3,0","3,0","5,0","4,0","5,0","AT",47.516231,14.550072,42
"26","http://www.skiresort.info/ski-resort/grossglockner-resort-kals-matrei/",4.2,"Großglockner Resort Kals-Matrei",5,0,"Europe","Austria","Tyrol (Tirol)",2422,8.5,22.5,6,"46,50","European Euro","3,0",5,"4,0",4,"3,0","4,0","4,0","4,0","5,0","3,0","4,0","5,0","4,0","3,0","4,0","AT",47.516231,14.550072,37
"27","http://www.skiresort.info/ski-resort/nauders-am-reschenpass-bergkastel/",4.2," Nauders am Reschenpass – Bergkastel",4,11,"Europe","Austria","Tyrol (Tirol)",2740,24,34,13,"41","European Euro","3,0",4,"4,0",4,"4,0","5,0","5,0","4,0","4,0","3,0","2,0","5,0","4,0","3,0","4,0","AT",47.516231,14.550072,71
"28","http://www.skiresort.info/ski-resort/nassfeld-hermagor/",4.2," Nassfeld – Hermagor",4,0,"Europe","Austria","Carinthia (Karnten)",2002,30,69,11,"47","European Euro","4,0",5,"4,0",4,"3,0","5,0","4,0","3,0","4,0","4,0","5,0","5,0","3,0","4,0","4,0","AT",47.516231,14.550072,110
"29","http://www.skiresort.info/ski-resort/kuehtai/",4.1," Kühtai",4,0,"Europe","Austria","Tyrol (Tirol)",2520,6,26.2,8.8,"39","European Euro","3,0",4,"4,0",5,"3,0","4,0","4,0","4,0","4,0","3,0","5,0","4,0","3,0","4,0","3,0","AT",47.516231,14.550072,41
"30","http://www.skiresort.info/ski-resort/stubai-glacier-stubaier-gletscher/",4.1," Stubai Glacier (Stubaier Gletscher)",4,0,"Europe","Austria","Tyrol (Tirol)",3212,19,15,4,"47","European Euro","3,0",5,"4,0",5,"3,0","5,0","5,0","4,0","4,0","4,0","2,0","5,0","5,0","5,0","2,0","AT",47.516231,14.550072,38
"31","http://www.skiresort.info/ski-resort/grossarltaldorfgastein/",4.1," Großarltal/Dorfgastein",4,9.7,"Europe","Austria","Salzburg (Salzburger Land)",2033,25.5,43.1,1.5,"51,50","European Euro","4,0",4,"5,0",4,"4,0","4,0","4,0","3,0","5,0","4,0","4,0","5,0","4,0","4,0","3,0","AT",47.516231,14.550072,70
"32","http://www.skiresort.info/ski-resort/zauchenseeflachauwinkl/",4.1," Zauchensee/Flachauwinkl",4,3.5,"Europe","Austria","Salzburg (Salzburger Land)",2176,23.5,16.2,4.3,"51,50","European Euro","3,0",4,"5,0",5,"5,0","4,0","5,0","4,0","4,0","4,0","4,0","4,0","5,0","2,0","3,0","AT",47.516231,14.550072,44
"33","http://www.skiresort.info/ski-resort/almenwelt-lofer/",4,". Almenwelt Lofer",3,0,"Europe","Austria","Salzburg (Salzburger Land)",1670,32,12,2,"42","European Euro","3,0",4,"4,0",4,"3,0","3,0","4,0","4,0","4,0","3,0","3,0","5,0","4,0","3,0","3,0","AT",47.516231,14.550072,46
"34","http://www.skiresort.info/ski-resort/lermoos-grubigstein/",4," Lermoos – Grubigstein",4,1.7,"Europe","Austria","Tyrol (Tirol)",2100,12.8,12.6,1.9,"44","European Euro","3,0",4,"5,0",4,"4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","4,0","2,0","4,0","AT",47.516231,14.550072,27
"35","http://www.skiresort.info/ski-resort/golm/",4," Golm",4,3.2,"Europe","Austria","Vorarlberg",2110,13,12,1.5,"47,50","European Euro","3,0",4,"4,0",4,"5,0","5,0","4,0","4,0","4,0","3,0","3,0","4,0","3,0","1,0","1,0","AT",47.516231,14.550072,26
"36","http://www.skiresort.info/ski-resort/hintertux-glacier-hintertuxer-gletscher/",4," Hintertux Glacier (Hintertuxer Gletscher)",4,0,"Europe","Austria","Tyrol (Tirol)",3250,14,35,11,"52","European Euro","4,0",4,"4,0",5,"3,0","4,0","5,0","4,0","4,0","4,0","4,0","3,0","3,0","5,0","2,0","AT",47.516231,14.550072,60
"37","http://www.skiresort.info/ski-resort/st-johann-in-tiroloberndorf-harschbichl/",4,". St. Johann in Tirol/Oberndorf – Harschbichl",3,1,"Europe","Austria","Tyrol (Tirol)",1604,16,24,3,"43,50","European Euro","3,0",4,"3,0",4,"4,0","4,0","4,0","3,0","5,0","3,0","4,0","5,0","4,0","3,0","5,0","AT",47.516231,14.550072,43
"38","http://www.skiresort.info/ski-resort/radstadtaltenmarkt/",4,". Radstadt/Altenmarkt",2,0,"Europe","Austria","Salzburg (Salzburger Land)",1571,9.2,7.2,0.6,"51,50","European Euro","2,0",4,"5,0",4,"5,0","4,0","5,0","4,0","5,0","3,0","3,0","5,0","4,0","3,0","5,0","AT",47.516231,14.550072,17
"39","http://www.skiresort.info/ski-resort/tauplitz-bad-mitterndorf/",4,"Tauplitz – Bad Mitterndorf",5,2,"Europe","Austria","Styria (Steiermark)",1965,18,19,6,"41","European Euro","3,0",4,"4,0",5,"3,0","4,0","5,0","4,0","4,0","3,0","4,0","4,0","4,0","1,0","5,0","AT",47.516231,14.550072,43
"40","http://www.skiresort.info/ski-resort/hochzeiger-jerzens/",4," Hochzeiger – Jerzens",4,8,"Europe","Austria","Tyrol (Tirol)",2450,10,22,8,"44","European Euro","3,0",4,"5,0",4,"3,0","5,0","5,0","4,0","4,0","4,0","4,0","5,0","4,0","3,0","2,0","AT",47.516231,14.550072,40
"41","http://www.skiresort.info/ski-resort/dachstein-west-gosaurussbachannaberg/",4," Dachstein West – Gosau/Russbach/Annaberg",4,4,"Europe","Austria","Salzburg (Salzburger Land)",1620,15,33,3,"43,70","European Euro","4,0",4,"4,0",4,"4,0","4,0","4,0","4,0","5,0","3,0","4,0","5,0","3,0","4,0","4,0","AT",47.516231,14.550072,51
"42","http://www.skiresort.info/ski-resort/galtuer-silvapark/",4," Galtür – Silvapark",4,6,"Europe","Austria","Tyrol (Tirol)",2300,6,25,12,"40","European Euro","3,0",4,"4,0",4,"3,0","5,0","4,0","4,0","4,0","4,0","4,0","5,0","3,0","4,0","4,0","AT",47.516231,14.550072,43
"43","http://www.skiresort.info/ski-resort/sillian-thurntaler-hochpustertal/",3.9,". Sillian – Thurntaler (Hochpustertal)",3,0.7,"Europe","Austria","Tyrol (Tirol)",2407,5.6,15,1.1,"46,50","European Euro","3,0",4,"4,0",4,"3,0","4,0","4,0","4,0","3,0","3,0","3,0","4,0","4,0","3,0","5,0","AT",47.516231,14.550072,21
"44","http://www.skiresort.info/ski-resort/hochoetz-oetz/",3.9," Hochoetz – Oetz",4,3.5,"Europe","Austria","Tyrol (Tirol)",2272,12,21,3,"39","European Euro","3,0",4,"4,0",4,"5,0","4,0","4,0","4,0","4,0","3,0","3,0","5,0","3,0","3,0","2,0","AT",47.516231,14.550072,36
"45","http://www.skiresort.info/ski-resort/spieljoch-fuegen/",3.9,". Spieljoch – Fügen",3,4,"Europe","Austria","Tyrol (Tirol)",2037,3.6,14.8,2.7,"52,50","European Euro","2,0",4,"4,0",4,"5,0","4,0","5,0","4,0","4,0","3,0","4,0","4,0","3,0","3,0","2,0","AT",47.516231,14.550072,21
"46","http://www.skiresort.info/ski-resort/kreischberg/",3.9," Kreischberg",4,0,"Europe","Austria","Styria (Steiermark)",2118,17,16,9,"44,50","European Euro","3,0",4,"4,0",4,"3,0","4,0","4,0","4,0","4,0","4,0","3,0","5,0","4,0","4,0","3,0","AT",47.516231,14.550072,42
"47","http://www.skiresort.info/ski-resort/fellhornkanzelwand-oberstdorfriezlern/",3.9," Fellhorn/Kanzelwand – Oberstdorf/Riezlern",4,2,"Europe","Austria","Vorarlberg",1967,13,19,2,"47","European Euro","3,0",4,"4,0",4,"4,0","4,0","4,0","4,0","4,0","3,0","3,0","4,0","3,0","5,0","5,0","AT",47.516231,14.550072,34
"48","http://www.skiresort.info/ski-resort/hinterstoder-hoess/",3.9," Hinterstoder – Höss",4,0,"Europe","Austria","Upper Austria (Oberosterreich)",2000,12,18,10,"43,50","European Euro","3,0",4,"4,0",4,"4,0","4,0","4,0","4,0","4,0","4,0","4,0","5,0","4,0","4,0","3,0","AT",47.516231,14.550072,40
"49","http://www.skiresort.info/ski-resort/axamer-lizum/",3.8,"Axamer Lizum",5,0,"Europe","Austria","Tyrol (Tirol)",2340,7,21,2,"38,50","European Euro","3,0",4,"3,0",4,"4,0","4,0","4,0","4,0","4,0","3,0","3,0","3,0","4,0","4,0","2,0","AT",47.516231,14.550072,30
"50","http://www.skiresort.info/ski-resort/st-jakob-im-defereggental-brunnalm/",3.8,". St. Jakob im Defereggental – Brunnalm",3,6.7,"Europe","Austria","Tyrol (Tirol)",2525,4.7,11.1,1.2,"46,50","European Euro","3,0",4,"4,0",5,"2,0","4,0","4,0","4,0","3,0","3,0","3,0","4,0","4,0","4,0","4,0","AT",47.516231,14.550072,17
"51","http://www.skiresort.info/ski-resort/pitztal-glacier-pitztaler-gletscher/",3.8,". Pitztal Glacier (Pitztaler Gletscher)",3,0,"Europe","Austria","Tyrol (Tirol)",3440,3.8,16.2,0.7,"50","European Euro","3,0",4,"4,0",5,"3,0","4,0","4,0","4,0","3,0","3,0","2,0","3,0","4,0","5,0","4,0","AT",47.516231,14.550072,20
"52","http://www.skiresort.info/ski-resort/bad-kleinkirchheim/",3.8," Bad Kleinkirchheim",4,5,"Europe","Austria","Carinthia (Karnten)",2055,18,77,8,"47","European Euro","4,0",4,"3,0",4,"4,0","4,0","4,0","4,0","5,0","3,0","4,0","5,0","3,0","3,0","3,0","AT",47.516231,14.550072,103
"53","http://www.skiresort.info/ski-resort/riesneralm-donnersbachwald/",3.8," Riesneralm – Donnersbachwald",4,0,"Europe","Austria","Styria (Steiermark)",1820,20,9,3,"41","European Euro","3,0",4,"4,0",4,"3,0","4,0","5,0","4,0","4,0","3,0","3,0","5,0","5,0","2,0","3,0","AT",47.516231,14.550072,32
"54","http://www.skiresort.info/ski-resort/brandnertal-brandbuerserberg/",3.8,". Brandnertal – Brand/Bürserberg",3,13,"Europe","Austria","Vorarlberg",2000,22,30,3,"47,50","European Euro","3,0",4,"4,0",4,"4,0","4,0","4,0","4,0","4,0","3,0","4,0","4,0","3,0","4,0","4,0","AT",47.516231,14.550072,55
"55","http://www.skiresort.info/ski-resort/ehrwalder-alm-ehrwald/",3.8,". Ehrwalder Alm – Ehrwald",3,0,"Europe","Austria","Tyrol (Tirol)",1923,18.1,7.4,2,"44","European Euro","3,0",3,"5,0",4,"4,0","4,0","5,0","4,0","4,0","3,0","2,0","5,0","5,0","4,0","4,0","AT",47.516231,14.550072,27
"56","http://www.skiresort.info/ski-resort/schlick-2000-fulpmes/",3.7,". Schlick 2000 – Fulpmes",3,1.5,"Europe","Austria","Tyrol (Tirol)",2240,12,6.8,3.2,"38,50","European Euro","3,0",4,"4,0",4,"4,0","4,0","4,0","4,0","4,0","3,0","2,0","4,0","5,0","2,0","2,0","AT",47.516231,14.550072,22
"57","http://www.skiresort.info/ski-resort/see/",3.7," See",4,0,"Europe","Austria","Tyrol (Tirol)",2456,8,25,8,"40,50","European Euro","3,0",4,"4,0",4,"5,0","4,0","4,0","5,0","4,0","3,0","4,0","4,0","4,0","1,0","1,0","AT",47.516231,14.550072,41
"58","http://www.skiresort.info/ski-resort/loser-altaussee/",3.7," Loser – Altaussee",4,0,"Europe","Austria","Styria (Steiermark)",1770,18,12,3,"41","European Euro","3,0",4,"4,0",4,"3,0","4,0","4,0","4,0","4,0","3,0","4,0","4,0","5,0","2,0","3,0","AT",47.516231,14.550072,33
"59","http://www.skiresort.info/ski-resort/kaunertal-glacier-kaunertaler-gletscher/",3.7,"Kaunertal Glacier (Kaunertaler Gletscher)",5,0,"Europe","Austria","Tyrol (Tirol)",3108,13,5.1,2.7,"44","European Euro","3,0",4,"4,0",5,"2,0","4,0","4,0","4,0","3,0","1,0","1,0","4,0","4,0","5,0","2,0","AT",47.516231,14.550072,20
"60","http://www.skiresort.info/ski-resort/filzmoos/",3.7,". Filzmoos",2,0,"Europe","Austria","Salzburg (Salzburger Land)",1645,6,6,1,"43","European Euro","2,3",2.5,"3,4",0,"","","","","","","","","","","","AT",47.516231,14.550072,13
"61","http://www.skiresort.info/ski-resort/ifen/",3.7," Ifen",4,1.2,"Europe","Austria","Vorarlberg",2030,10.6,6.2,2.2,"47","European Euro","2,0",4,"4,0",3,"3,0","5,0","4,0","4,0","3,0","3,0","1,0","3,0","4,0","1,0","1,0","AT",47.516231,14.550072,19
"62","http://www.skiresort.info/ski-resort/christlum-achenkirch/",3.7,". Christlum – Achenkirch",3,0,"Europe","Austria","Tyrol (Tirol)",1800,6,16,5,"44","European Euro","2,0",3,"4,0",4,"4,0","4,0","4,0","3,0","3,0","4,0","3,0","4,0","2,0","3,0","5,0","AT",47.516231,14.550072,27
"63","http://www.skiresort.info/ski-resort/bergeralm-steinach-am-brenner/",3.7,". Bergeralm – Steinach am Brenner",3,1,"Europe","Austria","Tyrol (Tirol)",2180,10,10,9,"38,50","European Euro","3,0",4,"4,0",4,"4,0","4,0","5,0","4,0","3,0","3,0","2,0","4,0","3,0","1,0","5,0","AT",47.516231,14.550072,29
"64","http://www.skiresort.info/ski-resort/moelltal-glacier-moelltaler-gletscher/",3.7," Moelltal Glacier (Mölltaler Gletscher)",4,6.7,"Europe","Austria","Carinthia (Karnten)",3122,5.2,7.2,5,"46,50","European Euro","3,0",4,"4,0",5,"3,0","4,0","4,0","3,0","3,0","2,0","2,0","3,0","4,0","3,0","3,0","AT",47.516231,14.550072,17
"65","http://www.skiresort.info/ski-resort/lachtal/",3.7,". Lachtal",3,10,"Europe","Austria","Styria (Steiermark)",2222,7,16,2,"41","European Euro","3,0",4,"4,0",4,"3,0","4,0","4,0","4,0","4,0","3,0","4,0","4,0","4,0","1,0","2,0","AT",47.516231,14.550072,25
"66","http://www.skiresort.info/ski-resort/gargellen/",3.7," Gargellen",4,3,"Europe","Austria","Vorarlberg",2300,20.8,5.3,2,"47,50","European Euro","3,0",4,"4,0",4,"3,0","4,0","5,0","4,0","4,0","3,0","4,0","4,0","5,0","2,0","1,0","AT",47.516231,14.550072,28
"67","http://www.skiresort.info/ski-resort/berwangbichlbachrinnen/",3.7,". Berwang/Bichlbach/Rinnen",2,0,"Europe","Austria","Tyrol (Tirol)",1743,24.5,10,1.5,"43","European Euro","3,0",3,"4,0",4,"4,0","3,0","4,0","4,0","4,0","3,0","4,0","5,0","5,0","2,0","4,0","AT",47.516231,14.550072,36
"68","http://www.skiresort.info/ski-resort/rauriser-hochalmbahnen-rauris/",3.7,". Rauriser Hochalmbahnen – Rauris",3,5,"Europe","Austria","Salzburg (Salzburger Land)",2175,15,12.5,5,"42,50","European Euro","3,0",4,"4,0",4,"3,0","4,0","4,0","5,0","4,0","3,0","3,0","4,0","4,0","3,0","3,0","AT",47.516231,14.550072,32
"69","http://www.skiresort.info/ski-resort/grosseckspeiereck-mauterndorfst-michael/",3.7,". Grosseck/Speiereck – Mauterndorf/St. Michael",3,0,"Europe","Austria","Salzburg (Salzburger Land)",2400,26,17,7,"41","European Euro","3,0",4,"4,0",4,"4,0","4,0","4,0","3,0","4,0","3,0","2,0","5,0","4,0","1,0","4,0","AT",47.516231,14.550072,50
"70","http://www.skiresort.info/ski-resort/flachauwinklkleinarl-shuttleberg/",3.7,". Flachauwinkl/Kleinarl (Shuttleberg)",3,12,"Europe","Austria","Salzburg (Salzburger Land)",1980,19,7,2,"51,50","European Euro","3,0",3,"5,0",4,"5,0","3,0","4,0","3,0","4,0","3,0","4,0","4,0","3,0","5,0","3,0","AT",47.516231,14.550072,28
"71","http://www.skiresort.info/ski-resort/gerlitzen/",3.7,". Gerlitzen",3,4.9,"Europe","Austria","Carinthia (Karnten)",1911,10.5,27.8,3.3,"46","European Euro","3,0",3,"4,0",4,"5,0","4,0","4,0","4,0","4,0","3,0","4,0","4,0","3,0","3,0","3,0","AT",47.516231,14.550072,41
"72","http://www.skiresort.info/ski-resort/kappl/",3.7," Kappl",4,2,"Europe","Austria","Tyrol (Tirol)",2690,10,25,5,"40,50","European Euro","3,0",4,"4,0",4,"4,0","3,0","4,0","3,0","4,0","3,0","4,0","5,0","3,0","3,0","1,0","AT",47.516231,14.550072,40
"73","http://www.skiresort.info/ski-resort/diedamskopf-schoppernau/",3.7," Diedamskopf – Schoppernau",4,0,"Europe","Austria","Vorarlberg",2060,13,18,9,"43","European Euro","3,0",4,"4,0",4,"3,0","4,0","4,0","3,0","3,0","3,0","3,0","5,0","3,0","4,0","4,0","AT",47.516231,14.550072,40
"74","http://www.skiresort.info/ski-resort/zettersfeld-lienz/",3.6,". Zettersfeld – Lienz",3,2.7,"Europe","Austria","Tyrol (Tirol)",2278,7.9,11.5,1.6,"46,50","European Euro","3,0",3,"4,0",4,"3,0","4,0","5,0","4,0","4,0","3,0","3,0","4,0","4,0","2,0","2,0","AT",47.516231,14.550072,21
"75","http://www.skiresort.info/ski-resort/glungezer-tulfes/",3.6,". Glungezer – Tulfes",3,0,"Europe","Austria","Tyrol (Tirol)",2304,7,15.5,0.5,"29,50","European Euro","2,0",4,"2,0",3,"4,0","4,0","4,0","4,0","4,0","2,0","2,0","3,0","3,0","4,0","3,0","AT",47.516231,14.550072,23
"76","http://www.skiresort.info/ski-resort/hochficht/",3.6,". Hochficht",2,3,"Europe","Austria","Upper Austria (Oberosterreich)",1338,9,10,1,"39","European Euro","2,4",2.6,"3,5",0,"","","","","","","","","","","","AT",47.516231,14.550072,20
